,Unnamed: 0,readable,energies
20,20,"Stage.LATTICE_PARAMETERS; Composition = {'H': 2, 'Li': 2, 'O': 14, 'Mg': 8, 'Si': 8}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (9.034433593600989, 9.034433593600989, 43.699452444910996), (90.0, 90.0, 120.0)",-2.208531379699707
21,21,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 4, 'F': 14, 'Mg': 9, 'Si': 2, 'Cl': 2}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (4.566048820316792, 4.566048820316792, 96.80345331430435), (90.0, 90.0, 120.0)",-3.1116342544555664
22,22,"Stage.LATTICE_PARAMETERS; Composition = {'H': 1, 'F': 12, 'Mg': 3, 'Si': 11, 'P': 4}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (10.445174990594387, 10.445174990594387, 44.15978571772575), (90.0, 90.0, 120.0)",-1.5460585355758667
23,23,"Stage.LATTICE_PARAMETERS; Composition = {'O': 10, 'F': 15, 'Mg': 14, 'P': 1, 'S': 1}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (13.361435669660567, 13.361435669660567, 58.77667918205261), (90.0, 90.0, 120.0)",-3.3359737396240234
24,24,"Stage.LATTICE_PARAMETERS; Composition = {'O': 4, 'F': 9, 'Mg': 7, 'Si': 4, 'Cl': 4}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (12.169524982571602, 12.169524982571602, 65.7663200557232), (90.0, 90.0, 120.0)",-3.1804795265197754
25,25,"Stage.LATTICE_PARAMETERS; Composition = {'O': 13, 'F': 8, 'Si': 4, 'P': 2, 'S': 6}; SpaceGroup = 6 | P1m1 | monoclinic (2) | polar (3) | domatic | m; LatticeParameters = (4.281768326461315, 2.8288719834759832, 28.117517447471617), (90.0, 63.423024117946625, 90.0)",-2.596757173538208
26,26,"Stage.LATTICE_PARAMETERS; Composition = {'H': 2, 'O': 1, 'F': 13, 'Mg': 10, 'Fe': 2}; SpaceGroup = 162 | P-31m | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -31m; LatticeParameters = (9.438061391562224, 9.438061391562224, 8.692086102813482), (90.0, 90.0, 120.0)",-2.7463247776031494
27,27,"Stage.LATTICE_PARAMETERS; Composition = {'O': 1, 'F': 4, 'Si': 7, 'S': 3, 'Fe': 3}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (17.79109754413366, 17.79109754413366, 25.402034020423887), (90.0, 90.0, 120.0)",-1.1972602605819702
28,28,"Stage.LATTICE_PARAMETERS; Composition = {'O': 9, 'F': 14, 'Mg': 3, 'Si': 3, 'S': 5}; SpaceGroup = 162 | P-31m | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -31m; LatticeParameters = (7.835374177247286, 7.835374177247286, 37.58823844492435), (90.0, 90.0, 120.0)",-2.8303675651550293
29,29,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 7, 'O': 6, 'F': 11, 'Mg': 11, 'Cl': 1}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (6.379016991332174, 6.379016991332174, 15.088585494458675), (90.0, 90.0, 120.0)",-3.019115924835205
30,30,"Stage.LATTICE_PARAMETERS; Composition = {'O': 10, 'F': 15, 'Mg': 2, 'Si': 9, 'Cl': 11}; SpaceGroup = 2 | P-1 | triclinic (1) | centrosymmetric (2) | pinacoidal | -1; LatticeParameters = (5.3425350509583955, 14.076454789936543, 44.49452817738056), (138.2698118686676, 132.278311252594, 104.79848980903625)",-2.730867862701416
31,31,"Stage.LATTICE_PARAMETERS; Composition = {'C': 3, 'F': 15, 'Mg': 10, 'Si': 1, 'Cl': 2}; SpaceGroup = 162 | P-31m | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -31m; LatticeParameters = (8.2165937140584, 8.2165937140584, 83.54007818698884), (90.0, 90.0, 120.0)",-2.7186479568481445
32,32,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 4, 'O': 8, 'F': 16, 'Mg': 5, 'Si': 6}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (5.252509571984411, 5.252509571984411, 79.80765885710716), (90.0, 90.0, 120.0)",-3.544109582901001
33,33,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 3, 'O': 10, 'F': 8, 'Si': 12, 'Cl': 4}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (2.453616858460009, 2.453616858460009, 41.374637252092356), (90.0, 90.0, 120.0)",-2.8110241889953613
34,34,"Stage.LATTICE_PARAMETERS; Composition = {'O': 5, 'F': 15, 'Mg': 10, 'P': 3, 'Fe': 1}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (5.6245111465454105, 5.6245111465454105, 23.2562560275197), (90.0, 90.0, 120.0)",-3.1727452278137207
35,35,"Stage.LATTICE_PARAMETERS; Composition = {'N': 3, 'O': 14, 'F': 16, 'Mg': 5, 'Si': 8}; SpaceGroup = 189 | P-62m | hexagonal (7) | non-centrosymmetric (5) | ditrigonal-dipyramidal | -62m; LatticeParameters = (6.659962715953588, 6.659962715953588, 72.6089992403984), (90.0, 90.0, 120.0)",-3.1521482467651367
36,36,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 12, 'O': 9, 'F': 15, 'Mg': 9, 'S': 3}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (3.496298929676413, 3.496298929676413, 80.41561833620071), (90.0, 90.0, 120.0)",-3.0687127113342285
37,37,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 1, 'O': 10, 'F': 16, 'Mg': 9, 'Si': 7}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (8.470033222436905, 8.470033222436905, 13.992919060587882), (90.0, 90.0, 120.0)",-3.3569631576538086
38,38,"Stage.LATTICE_PARAMETERS; Composition = {'O': 10, 'F': 9, 'Mg': 3, 'Si': 2, 'P': 1}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (3.5255651937797663, 3.5255651937797663, 52.80200133323669), (90.0, 90.0, 120.0)",-2.4830808639526367
39,39,"Stage.LATTICE_PARAMETERS; Composition = {'O': 14, 'F': 11, 'P': 7, 'Cl': 1, 'Fe': 7}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (7.2406600043177605, 7.2406600043177605, 53.92532497644424), (90.0, 90.0, 120.0)",-2.6752853393554688
40,40,"Stage.LATTICE_PARAMETERS; Composition = {'O': 16, 'F': 7, 'Si': 4, 'P': 2, 'Cl': 12}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (2.4294847287237644, 2.4294847287237644, 78.20392170548439), (90.0, 90.0, 120.0)",-1.794733643531799
41,41,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 1, 'O': 6, 'F': 15, 'Mg': 9, 'Si': 4}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (14.101855593919753, 14.101855593919753, 56.25086966156959), (90.0, 90.0, 120.0)",-3.4611034393310547
42,42,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 5, 'C': 2, 'O': 13, 'F': 14, 'Mg': 1}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (2.590989378467202, 2.590989378467202, 93.27798534035682), (90.0, 90.0, 120.0)",-1.8048677444458008
43,43,"Stage.LATTICE_PARAMETERS; Composition = {'F': 16, 'Mg': 1, 'Si': 5, 'Cl': 5}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (3.524556604214012, 3.524556604214012, 88.18485316634178), (90.0, 90.0, 120.0)",-3.4386115074157715
44,44,"Stage.LATTICE_PARAMETERS; Composition = {'N': 3, 'O': 8, 'F': 16, 'Si': 7, 'P': 2}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (8.061557401716708, 8.061557401716708, 91.29178157448769), (90.0, 90.0, 120.0)",-3.186960220336914
45,45,"Stage.LATTICE_PARAMETERS; Composition = {'O': 9, 'F': 15, 'Si': 8, 'S': 7, 'Cl': 1}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (4.539739104360342, 4.539739104360342, 48.936338904500005), (90.0, 90.0, 120.0)",-2.925642490386963
46,46,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 4, 'O': 10, 'F': 10, 'Mg': 13, 'Cl': 7}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (9.050153119117022, 9.050153119117022, 23.61977060884237), (90.0, 90.0, 120.0)",-2.9200754165649414
47,47,"Stage.LATTICE_PARAMETERS; Composition = {'O': 8, 'F': 13, 'Mg': 12, 'P': 3, 'Cl': 1}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (2.0248472336679697, 2.0248472336679697, 60.40602239966392), (90.0, 90.0, 120.0)",-3.2771949768066406
48,48,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 16, 'O': 7, 'F': 15, 'P': 2, 'Cl': 10}; SpaceGroup = 25 | Pmm2 | orthorhombic (3) | polar (3) | rhombic-pyramidal | mm2; LatticeParameters = (7.789639144390821, 16.216454435884952, 5.009859240055085), (90.0, 90.0, 90.0)",-2.2767159938812256
49,49,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 14, 'O': 13, 'F': 13, 'Si': 5, 'Fe': 1}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (10.798170263320207, 10.798170263320207, 68.3336899638176), (90.0, 90.0, 120.0)",-3.0971925258636475
50,50,"Stage.LATTICE_PARAMETERS; Composition = {'O': 5, 'F': 16, 'Mg': 5, 'P': 7, 'S': 5}; SpaceGroup = 16 | P222 | orthorhombic (3) | enantiomorphic (4) | rhombic-disphenoidal | 222; LatticeParameters = (4.945887637883425, 6.054824112728238, 98.83388735055924), (90.0, 90.0, 90.0)",-2.882699966430664
51,51,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 4, 'O': 6, 'F': 11, 'Mg': 8, 'Si': 4}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (3.689399530366063, 3.689399530366063, 38.176731997728346), (90.0, 90.0, 120.0)",-3.117001533508301
52,52,"Stage.LATTICE_PARAMETERS; Composition = {'O': 15, 'F': 8, 'Mg': 8, 'Si': 8, 'P': 2}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (10.80715453699231, 10.80715453699231, 25.72160481214523), (90.0, 90.0, 120.0)",-3.004190444946289
53,53,"Stage.LATTICE_PARAMETERS; Composition = {'O': 1, 'F': 16, 'Mg': 3, 'Si': 3, 'S': 5}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (12.928786925226449, 12.928786925226449, 82.80937498211861), (90.0, 90.0, 120.0)",-3.1605496406555176
54,54,"Stage.LATTICE_PARAMETERS; Composition = {'H': 1, 'O': 5, 'F': 15, 'Mg': 10, 'Cl': 4}; SpaceGroup = 99 | P4mm | tetragonal (4) | polar (3) | ditetragonal-pyramidal | 4mm; LatticeParameters = (1.4456106373574584, 1.4456106373574584, 31.08405255079269), (90.0, 90.0, 90.0)",-2.786766767501831
55,55,"Stage.LATTICE_PARAMETERS; Composition = {'O': 6, 'F': 12, 'Mg': 11, 'Si': 4, 'S': 4}; SpaceGroup = 10 | P12/m1 | monoclinic (2) | centrosymmetric (2) | prismatic | 2/m; LatticeParameters = (8.832122045010328, 23.93719574809074, 90.53801814317703), (90.0, 62.779587507247925, 90.0)",-2.9137392044067383
56,56,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'F': 13, 'Si': 4, 'S': 8, 'Cl': 7}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (10.363412045687436, 10.363412045687436, 86.461863219738), (90.0, 90.0, 120.0)",-2.370603084564209
57,57,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 6, 'O': 6, 'F': 14, 'Si': 1, 'S': 7}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (3.8623050816357134, 3.8623050816357134, 33.95736326277256), (90.0, 90.0, 120.0)",-2.638484001159668
58,58,"Stage.LATTICE_PARAMETERS; Composition = {'O': 8, 'F': 15, 'Mg': 7, 'P': 5, 'Fe': 1}; SpaceGroup = 16 | P222 | orthorhombic (3) | enantiomorphic (4) | rhombic-disphenoidal | 222; LatticeParameters = (5.252530245855451, 16.84957253932953, 7.483682096749544), (90.0, 90.0, 90.0)",-3.128786087036133
59,59,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 4, 'O': 7, 'F': 16, 'Mg': 8, 'Si': 8}; SpaceGroup = 6 | P1m1 | monoclinic (2) | polar (3) | domatic | m; LatticeParameters = (6.124579968675971, 14.089974024891854, 36.03543875813484), (90.0, 78.5190999507904, 90.0)",-3.1175525188446045
60,60,"Stage.LATTICE_PARAMETERS; Composition = {'O': 8, 'F': 13, 'Si': 8, 'P': 5, 'Cl': 4}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (7.733443132787943, 7.733443132787943, 90.9924475491047), (90.0, 90.0, 120.0)",-2.927431106567383
61,61,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 10, 'N': 1, 'O': 12, 'F': 12, 'Si': 8}; SpaceGroup = 10 | P12/m1 | monoclinic (2) | centrosymmetric (2) | prismatic | 2/m; LatticeParameters = (11.201218454539775, 24.390424592792986, 98.64540071487427), (90.0, 95.62740623950958, 90.0)",-2.9613490104675293
62,62,"Stage.LATTICE_PARAMETERS; Composition = {'O': 14, 'F': 13, 'Mg': 4, 'Si': 7, 'Cl': 10}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (8.935551945120096, 8.935551945120096, 85.03078833222389), (90.0, 90.0, 120.0)",-2.655911445617676
63,63,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'F': 16, 'Mg': 3, 'Si': 7, 'Cl': 3}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (10.968448387086392, 10.968448387086392, 47.81405190825462), (90.0, 90.0, 120.0)",-3.0274977684021
64,64,"Stage.LATTICE_PARAMETERS; Composition = {'O': 10, 'F': 16, 'Mg': 2, 'Si': 9, 'Fe': 4}; SpaceGroup = 162 | P-31m | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -31m; LatticeParameters = (7.0728531464934346, 7.0728531464934346, 37.08055019378662), (90.0, 90.0, 120.0)",-3.065659046173096
65,65,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'O': 2, 'F': 11, 'S': 4, 'Fe': 2}; SpaceGroup = 99 | P4mm | tetragonal (4) | polar (3) | ditetragonal-pyramidal | 4mm; LatticeParameters = (4.911527664214373, 4.911527664214373, 74.38046055436135), (90.0, 90.0, 90.0)",-2.562440633773804
66,66,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 3, 'O': 13, 'F': 16, 'Mg': 10, 'Si': 5}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (5.9462789062410595, 5.9462789062410595, 41.27417109906673), (90.0, 90.0, 120.0)",-3.4330763816833496
67,67,"Stage.LATTICE_PARAMETERS; Composition = {'O': 12, 'F': 8, 'Mg': 5, 'Si': 2, 'S': 1}; SpaceGroup = 6 | P1m1 | monoclinic (2) | polar (3) | domatic | m; LatticeParameters = (3.6549856569617982, 7.550715646892786, 89.35073544979096), (90.0, 63.176846504211426, 90.0)",-2.7135112285614014
68,68,"Stage.LATTICE_PARAMETERS; Composition = {'O': 9, 'F': 9, 'Si': 11, 'S': 3, 'Cl': 10}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (9.5774977914989, 9.5774977914989, 16.774343276023863), (90.0, 90.0, 120.0)",-2.7307376861572266
69,69,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 5, 'N': 3, 'O': 6, 'F': 14, 'Mg': 11}; SpaceGroup = 16 | P222 | orthorhombic (3) | enantiomorphic (4) | rhombic-disphenoidal | 222; LatticeParameters = (2.80931376311928, 27.424883699417112, 7.53376159593463), (90.0, 90.0, 90.0)",-2.82974624633789
70,70,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 2, 'O': 10, 'F': 14, 'Mg': 12, 'P': 2}; SpaceGroup = 82 | I-4 | tetragonal (4) | non-centrosymmetric (5) | tetragonal-disphenoidal | -4; LatticeParameters = (5.784223445504904, 5.784223445504904, 47.14166969358921), (90.0, 90.0, 90.0)",-3.341677665710449
71,71,"Stage.LATTICE_PARAMETERS; Composition = {'O': 4, 'F': 2, 'Mg': 10, 'P': 6, 'S': 4}; SpaceGroup = 186 | P6_3mc | hexagonal (7) | polar (3) | dihexagonal-pyramidal | 6mm; LatticeParameters = (11.563141147792338, 11.563141147792338, 66.17964980602265), (90.0, 90.0, 120.0)",-1.4276912212371826
72,72,"Stage.LATTICE_PARAMETERS; Composition = {'C': 1, 'O': 9, 'F': 13, 'Mg': 11, 'Si': 4}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (9.265994977951049, 9.265994977951049, 48.48082855045795), (90.0, 90.0, 120.0)",-3.197479724884033
73,73,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 3, 'O': 12, 'F': 9, 'Mg': 16, 'Si': 2}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (7.36813583150506, 7.36813583150506, 6.658058504760265), (90.0, 90.0, 120.0)",-3.115875482559204
74,74,"Stage.LATTICE_PARAMETERS; Composition = {'O': 9, 'F': 15, 'Mg': 3, 'Si': 5, 'S': 1}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (1.2606428283499553, 1.2606428283499553, 86.79667360782624), (90.0, 90.0, 120.0)",-3.4520373344421387
75,75,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 12, 'O': 13, 'F': 15, 'Mg': 3, 'S': 3}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (2.961341842636466, 2.961341842636466, 93.7559297978878), (90.0, 90.0, 120.0)",-2.7784993648529053
76,76,"Stage.LATTICE_PARAMETERS; Composition = {'O': 8, 'F': 16, 'Mg': 10, 'Cl': 2, 'Fe': 3}; SpaceGroup = 3 | P121 | monoclinic (2) | enantiomorphic-polar (1) | sphenoidal | 2; LatticeParameters = (2.060402692388743, 27.96480546891689, 46.00657966434955), (90.0, 123.09061884880066, 90.0)",-2.9676668643951416
77,77,"Stage.LATTICE_PARAMETERS; Composition = {'O': 6, 'F': 13, 'Mg': 10, 'Si': 5, 'Cl': 6}; SpaceGroup = 10 | P12/m1 | monoclinic (2) | centrosymmetric (2) | prismatic | 2/m; LatticeParameters = (11.086290928721427, 18.944021740555762, 85.57337703108787), (90.0, 123.01875352859497, 90.0)",-3.177438259124756
78,78,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 8, 'O': 11, 'F': 14, 'Mg': 9, 'P': 3}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (3.2703235514461992, 3.2703235514461992, 69.10494349002839), (90.0, 90.0, 120.0)",-3.216104507446289
79,79,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 12, 'O': 10, 'F': 14, 'Mg': 2, 'Si': 7}; SpaceGroup = 3 | P121 | monoclinic (2) | enantiomorphic-polar (1) | sphenoidal | 2; LatticeParameters = (6.191104793921113, 15.331221428513526, 93.4390584230423), (90.0, 90.13408422470093, 90.0)",-3.231285572052002
80,80,"Stage.LATTICE_PARAMETERS; Composition = {'O': 8, 'F': 14, 'Mg': 9, 'Si': 8, 'S': 2}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (10.677276849001645, 10.677276849001645, 40.319333598017685), (90.0, 90.0, 120.0)",-3.0218312740325928
81,81,"Stage.LATTICE_PARAMETERS; Composition = {'H': 2, 'F': 16, 'Mg': 2, 'Si': 5, 'S': 2}; SpaceGroup = 147 | P-3 | trigonal-hexagonal (6) | centrosymmetric (2) | rhombohedral | -3; LatticeParameters = (5.041064602509141, 5.041064602509141, 89.45303567051887), (90.0, 90.0, 120.0)",-3.2595252990722656
82,82,"Stage.LATTICE_PARAMETERS; Composition = {'O': 12, 'F': 15, 'Mg': 7, 'Si': 8, 'Fe': 4}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (5.472125150635839, 5.472125150635839, 74.41391087770462), (90.0, 90.0, 120.0)",-3.1427621841430664
83,83,"Stage.LATTICE_PARAMETERS; Composition = {'O': 6, 'F': 16, 'Mg': 13, 'Si': 5, 'Cl': 3}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (2.005761374346912, 2.005761374346912, 37.66557348966598), (90.0, 90.0, 120.0)",-3.075226306915283
84,84,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 3, 'O': 7, 'Mg': 5, 'Si': 4, 'P': 5}; SpaceGroup = 156 | P3m1 | trigonal-hexagonal (6) | polar (3) | ditrigonal-pyramidal | 3m1; LatticeParameters = (12.166318317502737, 12.166318317502737, 49.700507199764246), (90.0, 90.0, 120.0)",-1.1119680404663086
85,85,"Stage.LATTICE_PARAMETERS; Composition = {'H': 5, 'C': 2, 'F': 16, 'Mg': 6, 'Si': 3}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (14.667061507701874, 14.667061507701874, 47.04786052703857), (90.0, 90.0, 120.0)",-2.324587345123291
86,86,"Stage.LATTICE_PARAMETERS; Composition = {'O': 13, 'F': 13, 'Si': 3, 'S': 3, 'Fe': 2}; SpaceGroup = 6 | P1m1 | monoclinic (2) | polar (3) | domatic | m; LatticeParameters = (6.972240061312914, 0.9736011036671698, 48.563975906372065), (90.0, 129.90365624427795, 90.0)",-2.4494469165802
87,87,"Stage.LATTICE_PARAMETERS; Composition = {'O': 5, 'F': 15, 'Mg': 2, 'Si': 4, 'S': 5}; SpaceGroup = 6 | P1m1 | monoclinic (2) | polar (3) | domatic | m; LatticeParameters = (7.433973250538111, 11.275955236703156, 97.90926914215088), (90.0, 112.92158365249634, 90.0)",-3.204355239868164
88,88,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 7, 'O': 6, 'F': 16, 'Si': 11, 'S': 1}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (2.7002112850546838, 2.7002112850546838, 93.33672866821288), (90.0, 90.0, 120.0)",-3.0522732734680176
89,89,"Stage.LATTICE_PARAMETERS; Composition = {'Li': 5, 'C': 3, 'O': 7, 'F': 12, 'Mg': 4}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (6.809673291444779, 6.809673291444779, 9.272842459380627), (90.0, 90.0, 120.0)",-2.8938755989074707
90,90,"Stage.LATTICE_PARAMETERS; Composition = {'O': 12, 'F': 15, 'Mg': 8, 'Si': 8, 'Fe': 1}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (6.617091014236212, 6.617091014236212, 48.26957998275756), (90.0, 90.0, 120.0)",-3.3482141494750977
91,91,"Stage.LATTICE_PARAMETERS; Composition = {'N': 2, 'O': 15, 'F': 13, 'Si': 10, 'Fe': 3}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (9.377780813723803, 9.377780813723803, 89.28967664837838), (90.0, 90.0, 120.0)",-3.127196311950684
92,92,"Stage.LATTICE_PARAMETERS; Composition = {'N': 4, 'O': 9, 'F': 3, 'Mg': 10, 'Si': 3}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (8.771611101180314, 8.771611101180314, 82.66953691840172), (90.0, 90.0, 120.0)",-2.514188289642334
93,93,"Stage.LATTICE_PARAMETERS; Composition = {'O': 16, 'F': 14, 'Si': 7, 'P': 1, 'S': 1}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (8.120479410886764, 8.120479410886764, 47.262670907378194), (90.0, 90.0, 120.0)",-2.9096474647521973
94,94,"Stage.LATTICE_PARAMETERS; Composition = {'O': 13, 'F': 13, 'Mg': 5, 'Si': 7, 'Cl': 6}; SpaceGroup = 150 | P321 | trigonal-hexagonal (6) | enantiomorphic (4) | trigonal-trapezohedral | 321; LatticeParameters = (8.397089898586273, 8.397089898586273, 64.26201241016388), (90.0, 90.0, 120.0)",-3.162710428237915
95,95,"Stage.LATTICE_PARAMETERS; Composition = {'O': 8, 'F': 7, 'Mg': 10, 'P': 2, 'S': 4}; SpaceGroup = 164 | P-3m1 | trigonal-hexagonal (6) | centrosymmetric (2) | ditrigonal-scalenohedral | -3m1; LatticeParameters = (19.809810972213743, 19.809810972213743, 68.78409091830254), (90.0, 90.0, 120.0)",-2.5342507362365723
