a,b,c,alpha,beta,gamma
5.7506585,6.2415714,6.264337,102.96103,98.16275,91.73214
3.552184,7.929265,17.883938,90.0,90.0,90.0
5.7819624,5.7819624,6.1964173,90.0,90.0,90.0
5.403446,5.442186,5.8080215,64.005806,69.84085,75.84917
24.575117,8.415745,14.963089,90.0,126.0362,90.0
10.931098,10.931098,10.931098,90.0,90.0,90.0
11.418375,2.9429996,6.5728807,90.0,108.48968,90.0
3.9522855,3.9522855,3.9522855,90.0,90.0,90.0
5.3123446,13.195653,5.305003,90.0,90.0,90.0
5.826722,23.649134,4.119942,90.0,135.0015,90.0
8.624071,8.624071,8.624071,90.0,90.0,90.0
5.574891,8.7213335,9.9025345,90.0,93.30288,90.0
4.362361,8.894928,12.8926325,90.0,90.0,90.0
9.742204,9.773174,14.181259,90.8143,89.68206,119.58217
9.503995,3.1084075,14.296636,90.0,90.31844,90.0
7.5669146,7.5669146,3.574062,90.0,90.0,90.0
8.890155,8.890155,8.890155,90.0,90.0,90.0
10.181744,10.181744,10.181744,90.0,90.0,90.0
3.5941732,6.1330247,7.1176095,90.0,90.0,90.0
12.421259,12.421259,9.827611,90.0,90.0,120.0
7.2656074,12.388334,12.790714,90.0,90.0,90.0
5.501651,5.837804,9.378799,90.0,125.7826,90.0
10.677404,7.0552692,12.171926,90.0,107.73483,90.0
4.378618,4.378618,8.867457,90.0,90.0,90.0
6.959377,6.959377,6.959377,90.0,90.0,90.0
8.60204,8.603582,13.057175,90.07967,89.98034,119.96538
11.413429,8.346724,12.310106,90.0,115.709274,90.0
6.394361,6.394361,6.394361,90.0,90.0,90.0
8.57382,8.57382,8.532755,90.0,90.0,90.0
6.2767324,6.2767324,4.594601,90.0,90.0,120.0
7.9248137,7.9248137,18.980577,90.0,90.0,120.0
4.1674824,4.1674824,23.937317,90.0,90.0,120.0
6.0601897,13.247109,13.959874,90.0,90.0,90.0
9.580274,16.59458,9.580046,90.0,109.46427,90.0
24.67253,4.51348,8.245281,90.0,90.11631,90.0
4.811556,5.73792,7.895719,85.76692,86.39438,85.20941
4.1059337,4.1059337,4.1059337,90.0,90.0,90.0
7.9251723,8.336945,14.599892,90.0,122.25855,90.0
9.88564,9.88564,9.88564,90.0,90.0,90.0
3.3230164,3.3230164,14.907403,90.0,90.0,120.0
12.869393,3.7955377,11.64519,90.0,104.78489,90.0
3.2893124,10.341042,4.405023,90.0,90.0,90.0
5.0333204,5.0333204,5.0333204,90.0,90.0,90.0
8.00951,6.4093256,9.042821,90.0,115.81663,90.0
11.904283,3.686457,7.024708,90.0,107.61354,90.0
8.248298,8.331074,9.372786,89.88202,89.62851,80.44048
5.1689286,6.3720255,11.487282,90.0,90.0,90.0
6.589063,6.589063,6.589063,90.0,90.0,90.0
8.546577,8.65324,8.758674,116.76268,85.649216,105.367065
12.362211,12.362211,12.453919,90.0,90.0,90.0
5.629002,9.653425,11.284767,90.0,90.0,90.0
10.796705,8.722843,6.633275,90.0,116.29876,90.0
13.370155,13.370155,13.370155,90.0,90.0,90.0
6.095567,14.254744,4.941013,90.0,90.0,90.0
2.8968666,3.9190598,20.096766,90.0,90.0,90.0
8.10983,10.749266,13.00435,90.0,126.49053,90.0
8.554099,9.442028,8.691677,90.0,90.0,90.0
3.9038184,3.9468307,11.946381,90.0,90.0,90.0
6.076261,6.076261,6.076261,90.0,90.0,90.0
3.9686291,3.9686291,17.167048,90.0,90.0,90.0
18.491877,9.293159,11.734073,90.0,123.14461,90.0
6.488985,19.043743,9.821905,90.0,107.1243,90.0
4.2353573,4.2353573,4.2353573,90.0,90.0,90.0
3.864703,15.0654,15.096221,62.500614,83.30819,82.83869
4.297586,4.297586,11.041004,90.0,90.0,90.0
3.9005961,3.9005961,38.26731,90.0,90.0,120.0
5.3987565,5.3987565,4.4311204,90.0,90.0,120.0
14.377019,4.3339577,7.511315,90.0,100.04649,90.0
10.01282,10.01282,14.23953,90.0,90.0,120.0
4.008787,4.888279,16.208586,90.0,90.0,90.0
3.3777037,3.961391,8.932372,90.0,90.0,90.0
6.5279717,12.559437,13.634649,90.0,101.76218,90.0
8.214445,8.214445,7.9999533,90.0,90.0,120.0
12.303668,3.8116682,6.569288,90.0,107.8147,90.0
6.4896445,11.935609,5.434077,90.0,90.0,90.0
5.1110005,5.136451,6.217066,90.74811,90.5664,114.82424
5.2815456,6.4733095,8.977605,90.0,91.4235,90.0
8.782097,8.65965,14.957155,90.0,103.301125,90.0
3.6006775,7.7835855,8.216919,105.447266,98.23096,94.78304
6.2235217,10.425312,4.9088397,90.0,90.0,90.0
10.124696,10.594237,12.171254,90.0,90.058975,90.0
5.0188866,6.1227837,11.068247,90.0,90.0,90.0
4.1055083,4.1055083,3.7798672,90.0,90.0,120.0
2.6833444,2.6833444,4.1519933,90.0,90.0,120.0
5.869463,5.9016266,10.105264,91.35405,90.21804,118.9135
4.2531676,4.2531676,4.2531676,90.0,90.0,90.0
7.7551074,8.814331,13.705913,90.0,123.072784,90.0
9.201537,5.2090545,9.42545,90.0,90.056725,90.0
10.117367,8.076134,14.615499,90.0,118.12568,90.0
7.4155707,10.693654,11.981756,82.15726,86.13166,77.759
6.414299,6.807859,15.901241,90.0,90.0,90.0
7.603559,7.603559,7.603559,90.0,90.0,90.0
5.018429,17.23863,8.168694,90.0,119.90655,90.0
8.284704,8.284704,7.119953,90.0,90.0,90.0
3.7890053,11.096318,7.112877,90.0,90.0,90.0
3.783781,3.783781,10.081804,90.0,90.0,90.0
6.4987392,7.7892313,7.522915,90.0,94.52077,90.0
7.866229,7.866229,14.75852,90.0,90.0,90.0
6.6429467,8.608713,9.80479,90.0,101.433914,90.0
6.986885,6.986885,6.986885,90.0,90.0,90.0
12.045046,6.147899,13.417019,90.0,99.48401,90.0
3.1906435,3.1906435,21.3182,90.0,90.0,120.0
4.77378,8.633411,31.870663,89.99974,89.81215,89.99851
9.010378,9.010378,9.010378,90.0,90.0,90.0
6.192638,7.6819077,9.553208,90.0,90.0,90.0
4.6964717,4.6964717,4.6964717,90.0,90.0,90.0
5.68882,5.6927557,15.992157,90.0,90.0,90.0
14.407708,17.205746,10.186001,90.0,90.0,90.0
9.238198,12.744123,9.777347,90.0,90.42118,90.0
4.343524,16.3459,11.252514,90.0,90.0,90.0
8.478361,8.478361,6.140187,90.0,90.0,120.0
5.1608686,5.1662927,11.582744,85.86105,81.520874,80.71439
2.924854,2.924854,4.154902,90.0,90.0,90.0
7.073051,8.836463,11.869834,66.96976,75.85211,68.704025
5.863936,11.265437,8.999909,90.0,107.29187,90.0
5.6444387,5.7746243,14.325797,90.93205,89.93596,119.04867
4.006935,6.103355,12.39232,90.0,90.0,90.0
5.5470586,5.7304993,9.649027,90.0,125.01749,90.0
8.979027,8.979027,17.203096,90.0,90.0,120.0
4.497168,4.497168,8.755329,90.0,90.0,90.0
4.14669,4.14669,16.63442,90.0,90.0,90.0
8.6233225,8.6233225,8.6233225,90.0,90.0,90.0
11.264431,11.264431,11.264431,90.0,90.0,90.0
3.3061879,3.3061879,37.64118,90.0,90.0,120.0
10.022067,10.022067,10.022067,90.0,90.0,90.0
9.965584,9.965584,5.693993,90.0,90.0,120.0
13.783437,5.056751,12.783958,90.0,110.57659,90.0
4.289141,8.606299,8.841876,90.0,90.0,90.0
5.4585524,16.599573,9.508087,90.0,104.158775,90.0
3.9210577,3.9210577,9.555765,90.0,90.0,120.0
10.250936,10.250936,10.250936,90.0,90.0,90.0
8.605022,8.605022,8.605022,90.0,90.0,90.0
10.38867,10.38867,7.477628,90.0,90.0,120.0
6.6436954,6.6436954,16.499378,90.0,90.0,120.0
6.1350894,6.6663537,15.798441,89.99224,89.99302,89.995445
5.1632953,7.327323,24.550407,97.15341,91.39612,106.07198
5.273831,9.802037,7.4508805,90.0,109.41919,90.0
8.564522,8.564522,8.572669,90.0,90.0,90.0
7.398645,7.2412634,22.663519,90.0,98.830315,90.0
2.8365943,2.8365943,4.960376,90.0,90.0,120.0
6.3561435,7.9326406,14.836496,90.0,90.0,90.0
14.230395,14.230395,42.729225,90.0,90.0,120.0
10.412979,10.412979,10.412979,90.0,90.0,90.0
5.0512166,5.226566,12.493309,89.73965,92.311195,116.82587
3.3835006,3.3835006,38.47438,90.0,90.0,120.0
3.793005,3.793005,10.478349,90.0,90.0,90.0
7.7098393,8.133156,8.171403,91.14722,116.903656,98.540375
3.0949585,3.0949585,35.420288,90.0,90.0,120.0
10.40945,10.40945,10.40945,90.0,90.0,90.0
5.681114,6.225865,16.876228,90.0,90.0,90.0
4.7894535,6.6348534,5.8530073,90.0,96.72508,90.0
11.366144,11.366144,11.366144,90.0,90.0,90.0
8.232707,8.232707,5.220505,90.0,90.0,90.0
5.4020195,5.5761876,15.535433,90.0,90.0,90.0
10.073607,5.815678,8.6984005,90.0,90.66129,90.0
4.235897,4.235897,8.55455,90.0,90.0,90.0
4.934204,11.9335785,5.5058403,90.0,90.0,90.0
8.765871,8.806846,15.028646,90.0,125.09063,90.0
6.400629,6.400832,8.785555,103.358246,103.60445,111.04311
16.424484,11.173286,5.4314117,90.0,107.24239,90.0
6.0680265,6.0680265,11.472496,90.0,90.0,90.0
4.4170623,4.4170623,9.056429,90.0,90.0,90.0
5.2939568,9.382973,13.669367,90.0,90.0,90.0
8.588614,8.588614,20.946405,90.0,90.0,120.0
7.666576,7.666576,4.0054436,90.0,90.0,90.0
6.479823,6.479823,4.6610394,90.0,90.0,120.0
7.642666,13.131983,9.69186,90.0,90.0,90.0
8.5641,8.5641,8.588317,90.0,90.0,90.0
6.8939304,7.1048,9.7078085,80.00892,84.96405,75.356026
5.927352,5.9344645,9.658527,90.2655,90.10344,119.773636
8.545819,8.545819,6.4964466,90.0,90.0,120.0
5.157235,8.964483,3.8713727,90.0,90.0,90.0
7.450377,10.834794,18.019003,90.0,98.17525,90.0
4.686064,11.069956,15.092793,90.0,90.0,90.0
5.03462,23.500677,19.687227,90.0,90.47146,90.0
10.094921,5.7886076,5.802712,90.0,124.53364,90.0
5.2628,5.819163,6.305947,90.0,90.0,90.0
10.341703,10.341703,6.1521425,90.0,90.0,120.0
10.220196,10.2446165,18.051607,89.98117,90.23948,119.53429
6.870107,9.032479,10.019764,106.986534,89.63469,102.34639
4.3941784,4.7077465,12.571113,90.0,90.0,90.0
5.917815,8.08932,6.0782666,90.0,118.763535,90.0
10.237684,10.237684,5.9539847,90.0,90.0,90.0
8.964032,8.964032,8.964032,90.0,90.0,90.0
4.586055,4.586055,4.586055,90.0,90.0,90.0
3.784322,3.784322,3.784322,90.0,90.0,90.0
4.7279906,5.2933145,9.496943,90.0,90.0,90.0
11.025425,11.025425,38.21243,90.0,90.0,120.0
3.988518,3.988518,48.864075,90.0,90.0,120.0
9.6327305,13.095023,15.4901905,90.00408,103.79625,110.06698
8.16776,8.16776,8.16776,90.0,90.0,90.0
8.637947,8.637947,20.88076,90.0,90.0,120.0
8.201239,8.753259,9.868989,66.91288,72.381966,77.30035
5.904352,10.156219,6.8691216,90.0,105.61099,90.0
5.284722,12.879126,9.60792,90.0,93.82387,90.0
8.743959,9.90813,9.440626,90.0,91.82088,90.0
10.743376,7.522418,7.625239,90.0,134.64757,90.0
8.403199,8.418822,8.451232,90.241684,90.001,90.00175
5.3546033,5.3546033,5.3546033,90.0,90.0,90.0
7.4030066,12.762156,4.185283,90.0,90.0,90.0
7.1873193,7.1873193,7.1873193,90.0,90.0,90.0
7.96439,7.9923463,11.2858715,90.0,133.31778,90.0
12.224362,12.224362,12.224362,90.0,90.0,90.0
8.685304,8.685304,8.645364,90.0,90.0,90.0
9.329271,9.417322,16.150473,90.0,125.18339,90.0
4.100641,4.100641,23.061323,90.0,90.0,120.0
4.6643343,8.106586,16.518425,90.0,90.0,90.0
7.2349305,8.407438,9.665943,70.53519,68.28147,65.026115
5.932922,5.932922,19.98246,90.0,90.0,120.0
6.264122,6.264122,11.845592,90.0,90.0,90.0
20.267786,15.076984,10.118868,90.0,119.76981,90.0
11.212182,4.163331,11.301893,90.0,103.84621,90.0
10.671573,10.671573,5.0339665,90.0,90.0,120.0
6.8970766,6.8970766,6.747238,90.0,90.0,120.0
9.190432,9.190432,22.512514,90.0,90.0,120.0
5.7563887,5.7563887,11.607147,90.0,90.0,90.0
5.2601705,9.821875,10.782681,89.97508,89.97165,89.99749
6.4085584,7.387128,8.175991,77.12691,75.30383,72.53285
5.511372,5.511372,24.51428,90.0,90.0,120.0
4.706545,4.706545,6.355445,90.0,90.0,120.0
6.822561,7.43054,8.514457,105.003914,101.530594,91.12753
11.227463,47.724335,9.684903,90.0,125.39282,90.0
12.988932,8.167123,19.878967,90.0,98.65181,90.0
3.8584664,3.8584664,8.231973,90.0,90.0,90.0
4.1022525,4.1022525,12.551201,90.0,90.0,90.0
10.882686,4.987147,5.9598217,90.0,123.07779,90.0
3.9633176,3.9633176,6.5839233,90.0,90.0,120.0
8.390467,10.671261,13.100136,89.00341,96.73093,111.53926
7.189393,11.406441,5.2032905,90.0,130.20238,90.0
12.536471,12.536471,12.536471,90.0,90.0,90.0
3.9137874,3.9137874,9.923271,90.0,90.0,90.0
4.462203,4.462203,10.219962,90.0,90.0,90.0
4.512623,8.952602,16.879993,90.0,90.0,90.0
7.4480877,7.4480877,7.4480877,90.0,90.0,90.0
11.496946,5.812325,15.198192,90.0,100.244514,90.0
5.589913,5.6016674,5.6364727,91.179214,118.96749,119.38378
4.9323616,8.86573,7.862221,90.0,124.43372,90.0
3.3746073,3.3746073,11.641506,90.0,90.0,120.0
18.350996,4.3527274,9.961285,90.0,117.55167,90.0
4.1135745,4.1135745,14.939265,90.0,90.0,90.0
5.6267695,5.6267695,5.6267695,90.0,90.0,90.0
10.457225,6.043515,14.775394,90.0,90.258286,90.0
9.404737,9.404737,9.964614,90.0,90.0,90.0
5.2174797,8.492313,10.22817,90.0,90.0,90.0
13.984743,14.47425,15.660076,62.475986,81.16264,74.92023
6.2133546,6.2133546,6.2133546,90.0,90.0,90.0
4.321939,4.321939,12.082565,90.0,90.0,90.0
13.552008,7.2802253,12.162208,90.0,107.89028,90.0
4.1339254,6.7986064,17.530758,90.0,90.0,90.0
11.291262,3.393997,12.388869,90.0,101.97541,90.0
7.2298946,7.2298946,7.2298946,90.0,90.0,90.0
15.865344,19.111752,4.5568843,90.0,106.49696,90.0
8.008029,8.008029,9.149543,90.0,90.0,90.0
5.228583,5.228583,5.228583,90.0,90.0,90.0
5.0450234,5.066457,6.2338796,113.933136,113.65661,89.92883
6.985167,6.985167,6.985167,90.0,90.0,90.0
14.528247,8.382548,4.4141226,90.0,90.338036,90.0
7.1849656,10.701091,12.121692,90.0,116.48492,90.0
10.670865,13.668021,6.3931766,90.0,113.55471,90.0
4.6573286,5.4344187,6.1523356,90.0,103.63576,90.0
5.7806635,5.7806635,15.243571,90.0,90.0,90.0
4.246999,4.254686,14.222361,90.0,90.0,90.0
6.1832056,31.164682,7.9369564,90.0,90.0,90.0
13.140842,13.424952,18.929207,90.0,90.0,90.0
7.1148863,7.1148863,7.1148863,90.0,90.0,90.0
10.209654,6.5729747,10.366024,90.0,119.06321,90.0
5.620586,5.620586,40.687843,90.0,90.0,120.0
20.235975,3.8921692,11.827681,90.0,118.65864,90.0
3.021883,8.038614,10.68304,78.47301,86.66368,89.06184
9.9519205,19.970943,10.401411,90.0,109.17222,90.0
4.0406756,7.311068,16.524656,90.0,90.0,90.0
5.0759783,5.0994925,6.169134,113.62307,113.862526,89.71241
4.501238,19.325794,4.586239,90.0,90.0,90.0
5.105252,5.88149,9.749736,87.176,79.21287,88.687164
9.445173,7.140405,18.110653,90.0,90.45102,90.0
8.984515,2.887169,24.75377,90.0,90.00515,90.0
6.14238,11.056105,4.8062215,90.0,90.0,90.0
8.772443,8.772443,22.318798,90.0,90.0,120.0
10.950897,12.308948,9.117791,90.0,126.65152,90.0
6.820888,11.29383,12.794128,90.0,90.0,90.0
15.707166,10.222246,7.3632503,90.0,100.69906,90.0
13.221768,7.095003,19.80013,90.0,90.04048,90.0
8.684369,8.684369,22.717285,90.0,90.0,120.0
3.4767194,3.4767194,3.979294,90.0,90.0,120.0
9.71054,10.6606045,13.696004,90.0,90.0,90.0
8.670106,8.670106,8.662227,90.0,90.0,90.0
6.433141,7.1661935,8.845678,81.74643,73.55041,76.63519
5.200717,11.356971,5.2083507,90.0,112.28276,90.0
9.363847,11.06014,11.321317,62.6252,87.86268,88.64986
10.29354,10.29354,6.110173,90.0,90.0,120.0
5.155667,9.619669,7.4056764,90.0,110.60197,90.0
7.707532,7.707532,7.707532,90.0,90.0,90.0
5.1456933,5.1456933,49.72729,90.0,90.0,120.0
8.59985,8.59985,8.613067,90.0,90.0,90.0
17.361917,17.361917,29.921568,90.0,90.0,120.0
8.954301,5.5424614,12.04024,90.0,117.61552,90.0
6.292082,6.292082,9.012583,90.0,90.0,90.0
8.313481,8.171641,23.895077,90.0,101.55283,90.0
5.1034327,7.018372,17.52237,90.0,91.10962,90.0
7.6726284,10.38862,14.092742,90.0,90.0,90.0
6.109015,6.109015,12.114255,90.0,90.0,120.0
12.319132,13.605192,7.2666883,90.0,113.283714,90.0
3.2529972,3.2529972,15.929877,90.0,90.0,120.0
9.604923,9.604923,6.8971877,90.0,90.0,120.0
12.976938,3.0018888,6.022106,90.0,103.82194,90.0
5.2035317,5.2035317,9.977485,90.0,90.0,120.0
8.762917,9.553929,13.861956,90.0,106.23434,90.0
7.981064,7.981064,6.237487,90.0,90.0,120.0
8.531564,8.531564,8.531564,90.0,90.0,90.0
4.796614,4.796614,9.178981,90.0,90.0,90.0
7.6179247,7.6179247,7.6179247,90.0,90.0,90.0
4.646611,4.646611,9.193768,90.0,90.0,90.0
11.668769,12.777443,6.3349156,90.0,113.96644,90.0
7.9487042,15.834019,18.898113,90.0,90.0,90.0
4.1898317,4.1898317,137.57365,90.0,90.0,120.0
8.729883,8.729883,20.528652,90.0,90.0,120.0
6.5260324,6.5260324,3.8732877,90.0,90.0,120.0
7.979459,7.979459,7.979459,90.0,90.0,90.0
12.790233,6.775335,12.933784,90.0,102.602036,90.0
2.9850953,2.9850953,15.147671,90.0,90.0,120.0
7.1267014,7.1267014,10.984898,90.0,90.0,120.0
5.1399,5.1399,11.462573,90.0,90.0,120.0
10.3932495,4.1279073,9.956888,90.0,119.00451,90.0
6.456459,8.158593,9.551366,106.08724,105.798676,102.71124
6.099817,11.060716,10.046163,90.0,90.0,90.0
9.538655,9.720477,14.112907,90.0,126.0502,90.0
7.161571,7.161571,7.161571,90.0,90.0,90.0
16.091654,16.091654,9.667927,90.0,90.0,120.0
3.9848516,3.9848516,7.963591,90.0,90.0,120.0
10.863628,10.863628,10.863628,90.0,90.0,90.0
4.816542,4.816542,4.816542,90.0,90.0,90.0
6.950135,12.750577,23.67112,90.0,90.0,90.0
17.771246,5.798952,7.7735267,90.0,90.6449,90.0
4.7551136,6.9820185,8.414183,104.37271,97.312294,91.85322
13.111952,13.111952,13.111952,90.0,90.0,90.0
6.526884,6.526884,6.9278574,90.0,90.0,90.0
7.952575,7.952575,33.37105,90.0,90.0,90.0
6.6447544,6.6447544,18.856833,90.0,90.0,120.0
8.446651,8.662091,14.492312,90.0,125.04098,90.0
4.977718,6.8124638,7.061453,97.856636,93.78256,108.87985
8.767452,8.767452,8.767452,90.0,90.0,90.0
12.973365,12.973365,12.973365,90.0,90.0,90.0
3.877345,3.877345,43.321186,90.0,90.0,90.0
8.238391,8.530665,15.415517,90.0,90.0,90.0
5.8853054,5.895684,7.6777105,100.56476,100.6947,119.71175
8.533423,8.533423,20.989588,90.0,90.0,120.0
10.406788,14.385952,17.252111,90.0,90.0,90.0
10.691657,10.691657,5.501788,90.0,90.0,90.0
7.0007997,8.050821,21.515865,82.98215,82.39545,88.73692
4.6116314,4.6116314,9.101871,90.0,90.0,90.0
4.914136,5.8441086,6.237021,117.10933,111.847084,90.01667
4.332604,4.332604,5.89382,90.0,90.0,90.0
6.87508,6.87508,6.074734,90.0,90.0,120.0
9.005251,13.648114,10.284994,90.0,100.73795,90.0
4.931248,4.931248,3.947425,90.0,90.0,120.0
6.072832,10.379825,10.103778,90.0,90.0,90.0
9.204528,16.12052,16.58617,90.0,90.14128,90.0
8.63132,8.63132,8.63132,90.0,90.0,90.0
4.5579634,9.151379,12.499242,102.52829,98.09713,88.56463
4.412066,7.6616497,13.909513,90.0,90.0,90.0
7.575089,7.575089,18.87334,90.0,90.0,120.0
7.7322545,9.4537525,13.692162,90.0,90.0,90.0
10.278683,5.9581823,19.680244,90.0,100.2075,90.0
3.3959217,3.3959217,38.856834,90.0,90.0,120.0
6.3799124,6.3799124,6.3799124,90.0,90.0,90.0
4.849036,7.66364,8.680097,108.07905,97.037964,105.779396
4.332639,4.332639,74.39844,90.0,90.0,120.0
6.9323854,6.9323854,6.9323854,90.0,90.0,90.0
10.038354,10.3004,10.060673,90.0,98.19773,90.0
4.67456,4.6767416,15.223282,89.971985,89.87914,88.410866
6.9215193,12.612805,13.199246,90.0,90.793945,90.0
11.456508,15.067184,17.823074,90.0,90.0,90.0
6.58099,13.041087,9.090447,90.0,121.750084,90.0
3.9085038,6.594834,7.576967,90.0,90.0,90.0
6.493184,6.66078,7.678388,90.0,107.57879,90.0
10.318821,5.868675,5.927343,90.0,124.99138,90.0
7.0866814,7.3622956,15.321664,90.0,95.044426,90.0
5.7666197,5.7722073,18.015617,90.0,90.0,90.0
5.3727713,5.553891,7.585516,90.0,90.0,90.0
5.6039023,10.807859,10.829311,90.0,90.0,90.0
7.868796,7.868796,7.868796,90.0,90.0,90.0
9.24605,5.1698,17.271902,90.0,117.00776,90.0
9.693537,9.762512,11.454735,90.0,90.0,90.0
8.687372,10.079885,16.950638,90.0,90.0,90.0
10.357625,10.357625,11.664487,90.0,90.0,120.0
10.442257,10.442257,5.775365,90.0,90.0,120.0
8.047262,6.036359,18.640335,90.0,91.30759,90.0
4.8724422,5.1037908,10.913689,87.55831,102.28944,117.6581
2.9160175,2.9160175,12.5693865,90.0,90.0,90.0
7.30648,7.30648,7.30648,90.0,90.0,90.0
7.645346,10.443124,11.037656,114.97546,98.62083,93.27152
6.5262694,6.5262694,10.315115,90.0,90.0,120.0
7.925924,7.925924,7.925924,90.0,90.0,90.0
4.34859,4.891026,9.665483,90.0,90.0,90.0
3.8066034,6.5695314,7.893476,90.0,90.0,90.0
4.468856,4.468856,8.666177,90.0,90.0,90.0
9.625381,11.420126,14.5394125,90.0,90.0,90.0
2.9602787,5.08959,14.464967,89.15457,88.032524,87.828766
4.127671,4.127671,4.127671,90.0,90.0,90.0
5.5809402,9.26354,12.173638,87.680664,76.8101,79.89467
3.9637513,3.9637513,3.9637513,90.0,90.0,90.0
8.911915,8.911915,8.911915,90.0,90.0,90.0
7.5020165,7.5020165,7.5020165,90.0,90.0,90.0
4.964315,6.602865,9.023288,98.560295,96.7734,97.74263
5.6850047,5.6850047,6.907174,90.0,90.0,120.0
9.681876,9.681876,11.33553,90.0,90.0,120.0
6.625508,20.005903,3.0892656,90.0,90.0,90.0
6.137852,9.538627,9.544587,89.90295,89.847466,89.99675
9.310701,10.374835,18.043894,90.0,90.0,90.0
20.322353,7.5811963,29.37828,90.0,108.91988,90.0
3.1696234,3.1696234,5.138874,90.0,90.0,120.0
4.0022774,12.00153,14.378517,90.0,90.0,90.0
8.277183,8.277183,8.277183,90.0,90.0,90.0
5.2756,9.14235,10.055988,90.0,90.28406,90.0
9.8396435,9.962098,28.367306,89.99615,90.0081,119.37984
4.10621,4.10621,4.10621,90.0,90.0,90.0
3.582304,3.582304,42.588036,90.0,90.0,120.0
6.697839,8.94632,10.833041,90.0,104.01607,90.0
3.274662,16.97773,5.6286016,90.0,90.0,90.0
5.508641,5.609537,7.837221,90.0,90.0,90.0
6.1644015,6.197454,8.270759,89.91114,89.58925,83.98383
4.418165,4.418165,6.250437,90.0,90.0,90.0
3.0728133,3.0728133,19.778347,90.0,90.0,120.0
4.8106694,4.8106694,16.119875,90.0,90.0,120.0
10.335589,10.335589,10.335589,90.0,90.0,90.0
10.479251,6.0953426,6.0703773,90.0,124.9743,90.0
5.657632,5.657632,8.233131,90.0,90.0,90.0
9.410146,9.410146,9.410146,90.0,90.0,90.0
7.425396,8.905778,9.308701,90.0,115.63442,90.0
6.788069,11.530012,20.58401,90.0,90.0,90.0
5.2355156,5.5951552,5.617382,90.0,90.0,90.0
6.027034,6.027034,15.167352,90.0,90.0,120.0
7.966486,10.615824,6.638572,90.0,90.0,90.0
6.2421308,6.5304284,9.481619,88.630585,88.46063,61.739246
4.6561584,8.5707245,9.073273,90.0,97.86506,90.0
6.043307,7.6138062,11.696775,98.0588,102.55123,103.724
2.7592292,12.071383,16.851027,90.0,90.0,90.0
2.944683,2.944683,5.8560715,90.0,90.0,90.0
4.5407,4.5407,4.5407,90.0,90.0,90.0
6.919135,6.9337344,3.252691,90.0,90.0,90.0
23.748817,3.9491825,26.822138,90.0,111.84283,90.0
8.9303665,9.140038,12.497518,90.0,90.0,90.0
5.7875752,12.526951,5.787969,90.0,90.0,90.0
4.9769826,5.1049767,7.8398547,84.08984,71.55106,71.34304
5.900045,3.3855476,10.253226,90.0,90.15012,90.0
7.383761,8.285935,8.399831,110.2249,112.20084,87.06696
5.175689,5.206634,5.553847,62.563927,62.36999,60.77336
3.5734427,3.5734427,17.7711,90.0,90.0,90.0
5.229051,5.229051,14.810441,90.0,90.0,120.0
8.076305,8.076305,8.076305,90.0,90.0,90.0
7.032832,15.421057,11.476115,90.0,105.031944,90.0
13.456204,18.489151,9.393783,90.0,90.0,90.0
4.5843496,4.5843496,27.079655,90.0,90.0,120.0
3.1330838,4.5352697,13.152839,90.0,90.0,90.0
4.3141723,8.695572,8.767823,90.0,90.0,90.0
4.184875,4.184875,14.255925,90.0,90.0,90.0
10.982864,8.819691,15.260202,90.0,90.30258,90.0
3.9618967,3.9618967,10.240549,90.0,90.0,90.0
9.994802,14.852385,16.032015,90.0,90.0,90.0
13.942068,9.408068,10.371349,90.0,127.185394,90.0
4.1200366,4.1200366,4.082565,90.0,90.0,90.0
10.053227,11.437891,16.972792,90.0,90.0,90.0
3.8964705,3.8964705,20.538263,90.0,90.0,90.0
9.879073,9.879073,9.666962,90.0,90.0,90.0
3.7013495,10.225784,4.2689047,90.0,90.0,90.0
6.2083087,5.777256,8.395316,90.0,101.82887,90.0
9.291926,9.291926,9.291926,90.0,90.0,90.0
2.851475,2.851475,16.97594,90.0,90.0,90.0
7.9410095,23.149227,7.954523,90.0,108.69256,90.0
7.4943085,7.4943085,7.4943085,90.0,90.0,90.0
3.9817286,6.3471556,6.942266,90.0,90.0,90.0
7.272447,13.953873,18.74228,90.0,103.32896,90.0
4.266996,4.266996,4.266996,90.0,90.0,90.0
9.072822,9.072822,9.067205,90.0,90.0,90.0
5.6374135,5.6374135,5.6374135,90.0,90.0,90.0
11.97806,6.771465,10.844797,90.0,112.71929,90.0
8.192394,8.192394,22.204376,90.0,90.0,120.0
8.688973,8.688973,5.328159,90.0,90.0,120.0
3.7773325,3.7773325,7.6784234,90.0,90.0,90.0
8.139283,8.139283,23.833673,90.0,90.0,90.0
6.4712124,6.4712124,6.4712124,90.0,90.0,90.0
6.4923687,11.1003,10.599696,90.0,124.54313,90.0
5.772129,5.772129,9.268218,90.0,90.0,90.0
5.522603,3.4220743,3.585705,90.0,94.97112,90.0
6.317765,7.8215528,16.135683,90.05361,90.22567,90.04497
7.4174743,7.4174743,12.005144,90.0,90.0,90.0
3.6154666,3.6154666,6.799444,90.0,90.0,90.0
6.5074377,19.199966,9.90895,90.0,106.894165,90.0
5.3723826,9.039903,4.211764,90.0,90.0,90.0
4.2683544,4.2683544,10.298388,90.0,90.0,90.0
11.784177,13.140274,18.575535,90.0,90.0,90.0
