a,b,c,alpha,beta,gamma
4.794911,5.835362,7.471706,100.63366,94.89088,101.09917
5.4043903,7.326381,5.149897,108.78035,97.88416,106.55803
6.366895,7.7594614,11.875925,77.63501,74.44955,65.77293
5.035039,5.5285406,6.2265615,89.42983,89.791016,89.178345
5.8503933,5.996542,8.385013,90.17825,90.48284,90.010254
5.149207,5.5603967,6.5302806,89.766266,89.30961,89.8736
5.204161,5.8524494,6.821141,109.060234,107.93427,91.2879
5.848957,5.854658,9.236225,107.932,93.522156,91.301895
8.200008,8.425762,9.303831,96.90622,108.62479,110.10631
3.146884,6.206593,9.247625,104.26642,90.605415,92.32611
5.229685,5.647233,7.6680093,95.61978,90.02213,90.21311
5.300838,5.8424735,7.9575386,106.05173,107.5136,97.68609
4.246318,6.255837,14.205833,93.779274,97.97564,90.80481
3.2129815,12.661317,5.2566752,83.93258,84.97068,92.90187
5.033307,5.410543,7.379517,94.94708,90.936104,90.97716
5.56927,5.8899274,7.768046,110.49499,96.151146,105.98283
4.1113267,6.706865,9.985386,89.908,89.74141,90.026665
5.019276,9.150567,4.9950833,90.62715,111.11507,92.21972
5.201556,6.7343974,8.208412,69.97317,88.44026,88.92805
3.7594225,5.679103,7.212998,90.54085,102.54435,91.00768
3.8754528,3.8971686,15.373474,89.958534,90.04076,89.56967
5.9042153,6.736375,6.7375903,96.258644,75.24547,104.74409
4.10518,4.109192,11.041095,98.0168,90.63677,90.00753
3.093027,6.4870687,7.902649,89.29251,95.51634,103.19977
5.292168,5.4995165,9.330487,88.817276,89.92568,88.90873
6.756104,6.7908826,6.767694,109.85035,109.30558,108.82538
6.233509,6.2272544,6.233868,71.73026,109.72398,69.458755
5.719203,5.72338,7.2956276,113.044846,112.83428,89.96446
5.224601,5.252813,8.090359,85.51635,106.53366,119.66134
7.410215,9.164334,9.25713,108.98048,97.38555,106.106064
5.157782,5.4175425,6.8569613,110.10658,87.29606,112.306244
3.865805,3.902506,16.036987,88.98069,89.44168,89.509315
3.160271,6.217558,9.313159,104.57986,90.59518,91.88678
5.2237372,5.9070883,5.8956714,120.81173,90.20567,90.06905
5.338553,4.8011165,4.789903,76.08055,65.112495,65.07395
4.6236763,5.7400575,8.107421,76.29225,89.18376,113.18838
5.203931,5.2631435,7.9577913,70.77057,70.96197,80.585754
4.978049,6.592342,8.695739,84.86998,89.19319,89.3275
5.9823165,5.970965,6.0054145,59.702946,59.651783,60.829662
5.135762,6.0723896,6.126129,108.84668,91.61964,113.99155
4.845219,7.8061786,8.199988,65.494865,85.48303,79.30541
4.7759175,5.7432823,9.955673,89.74006,90.033455,89.6509
5.228432,6.0433545,6.769757,77.1821,75.01533,73.21759
4.798142,4.8914084,8.382291,79.91525,75.80806,62.781517
6.38271,6.4082036,6.5322413,97.675865,99.304924,100.63976
5.184663,6.490416,8.932245,102.85799,90.699974,112.6385
5.232395,5.389002,6.143099,88.55392,89.8554,89.65985
5.118099,5.505883,9.069724,85.10584,73.71138,117.76526
5.185398,5.351482,7.406017,92.770546,90.24243,90.56386
8.054201,6.393871,7.873332,97.145355,104.57194,89.9796
7.408304,8.700037,8.802842,64.190865,76.73453,67.88175
4.856436,5.2444553,4.9720244,63.539803,117.7024,91.07213
4.0675,5.45938,5.9437103,92.11359,95.1126,90.52818
4.727116,5.605083,7.7526417,94.4035,89.90831,91.43536
5.2314863,5.2330403,5.5675626,89.40011,62.612076,119.86795
5.0643067,5.1513777,12.5620775,90.79036,88.63305,119.400566
5.784305,6.239579,10.19739,79.858765,73.96718,62.53241
5.065939,5.888528,6.608056,103.239716,97.78098,106.26082
5.945224,6.0142055,5.9873295,59.998814,90.10557,119.6949
4.782849,4.938806,5.870797,90.077576,94.61581,92.18327
4.925128,7.121776,7.585176,109.68122,98.07989,110.1628
5.840962,10.114542,5.8658686,73.704735,119.593796,106.658424
7.8538733,7.858356,10.204748,89.26431,91.28776,90.0055
6.843074,6.8654594,6.8701644,93.49193,90.48763,93.87402
4.914794,5.010482,5.695985,106.919495,89.68937,99.87637
5.0920095,6.271596,5.036239,89.81763,112.839966,90.95234
5.308006,5.343624,7.379587,107.08996,108.191444,94.68883
4.779665,5.27823,6.595847,67.80509,80.01809,83.17015
5.111073,5.5451927,6.493341,89.92432,89.95395,89.86807
3.457927,6.0388155,6.446841,116.31677,104.41555,90.62449
5.077626,6.402456,6.437666,108.75107,105.61305,99.45847
5.593116,5.5936766,8.0048,90.035835,90.04115,90.387054
5.6540666,5.7426453,6.4446497,104.56176,77.43642,89.67676
4.712346,5.5431013,7.725855,84.157074,85.26385,85.06805
6.69375,6.7019444,10.013408,79.74418,71.53293,67.54396
5.71588,5.7911596,7.1526127,74.27945,73.87602,76.216324
5.200312,5.3132677,7.582224,88.29888,89.58455,88.31674
3.061682,6.051896,8.101638,89.31155,89.074455,94.89096
5.0952053,5.7858553,7.060144,71.10063,90.02344,63.896698
5.436634,5.475908,10.193789,75.50355,75.01567,60.60289
7.284363,8.439948,11.126832,73.59294,70.89608,81.73702
4.990961,5.850087,6.4935017,105.39277,83.0452,73.958984
3.259493,9.353141,9.357729,119.899956,90.01134,90.00714
8.432238,7.621575,12.041672,77.45898,26.205084,88.69325
8.690223,8.998898,9.019206,61.515896,61.361736,61.98674
7.09331,7.2394924,8.959713,89.585724,111.77099,113.55202
6.498688,6.498159,6.479992,70.59502,70.59048,109.529495
4.7857165,5.6762457,9.814925,90.07501,90.065636,90.15791
6.087316,6.1028376,8.570813,90.177864,90.798035,90.159256
5.458846,5.778204,7.5868087,111.542564,107.92219,89.90597
6.477822,7.0002055,9.125643,87.69355,82.28431,84.61767
5.130117,6.81762,7.352613,66.02614,70.78037,79.15582
7.552121,7.5735726,7.643106,92.190315,117.77251,118.51632
5.212096,5.2614822,9.341784,74.973885,74.665985,60.70708
5.0153384,9.1498,5.021924,92.40569,111.685486,91.202
5.035365,5.0701046,9.165719,94.182465,92.17115,112.45424
6.999701,7.1835065,9.176731,86.550224,87.95477,87.7173
5.7506156,5.722104,8.7364,108.19003,76.751625,79.52818
5.5675,5.5828075,5.698733,92.19482,118.29675,117.14918
5.476106,5.5145426,8.978037,107.85749,90.11011,90.20827
5.124184,6.5857396,6.942063,108.40419,105.91492,96.948235
5.2190166,5.3476696,8.947487,74.45234,90.65624,60.592743
5.256803,7.479847,5.205164,109.596634,97.66189,106.17687
6.0123844,5.9735317,8.462325,89.92438,89.97273,90.04223
5.208201,5.4937763,7.58841,85.691444,89.88116,89.85952
19.723103,6.8160696,6.883412,60.104004,55.622894,29.595272
5.286446,6.5970654,7.214823,95.78423,89.82423,113.400116
6.75268,8.138626,6.6821876,127.27199,78.16554,109.703026
5.296201,5.292232,5.289077,90.04296,89.979225,90.01099
5.465654,5.466765,10.674698,99.72236,85.27564,119.98294
6.37794,6.3926225,6.486352,99.586754,98.643036,99.74978
5.439454,7.3339834,8.83338,72.28943,79.24064,77.87803
3.930766,3.9698448,7.4497523,101.210075,85.54206,119.53073
6.4303102,6.4444575,6.413066,107.12876,107.789055,107.23201
4.234672,4.3761935,14.702197,91.41961,97.41331,118.70276
4.96649,7.16646,7.604949,115.31097,82.30281,109.79178
5.1890607,5.7459106,7.0958686,109.802284,90.573326,62.621063
5.596815,5.699309,9.829228,89.2159,73.24385,60.70266
6.052495,6.0867705,8.573257,89.680504,90.40604,89.86314
5.0096016,5.011652,5.012407,89.99594,90.04372,90.00682
3.72965,6.5421486,7.6776004,66.45686,80.967255,76.741005
5.163089,5.7513785,6.603045,89.22179,89.80318,89.81296
2.8836226,11.77937,6.4946523,105.844345,77.76732,92.41401
5.423304,5.4384356,7.4481506,106.938736,106.759186,95.27448
6.024878,6.065841,8.560136,90.51218,90.10953,90.30169
5.090531,5.8649406,6.6366396,103.90927,98.06142,107.31042
4.664572,9.777567,4.7840114,87.41632,90.073875,90.145454
2.934627,5.055599,9.770651,85.435524,83.09233,88.329285
5.52968,5.583732,6.047439,63.558468,64.54601,60.935677
4.50638,7.2011075,7.8432736,65.68099,78.06688,79.86113
5.6793175,7.910524,5.6102233,89.69831,89.54267,90.05763
4.794416,5.541831,9.553951,89.98811,90.60361,89.559425
5.9204574,5.1302285,6.644797,97.57267,77.12847,73.21164
7.322367,7.3448524,9.875723,87.282036,75.240005,87.97243
6.724371,7.036289,11.147376,95.62048,106.988335,111.13388
5.726881,5.7975416,7.047059,106.291115,99.316025,107.213776
6.2823,6.7515364,7.614658,83.46204,87.6566,69.85288
3.9184983,7.889647,9.730592,69.62327,78.32852,75.494896
4.543812,5.441526,7.5643196,86.30813,88.76586,88.69518
8.889824,8.941335,10.093011,82.47236,107.127884,118.566185
5.770844,6.0524383,6.447286,103.145226,98.93849,100.013626
5.1199555,5.494272,9.108166,85.36733,73.507515,117.53976
6.39361,6.5970025,6.603519,93.56041,105.65309,106.824394
5.465469,5.587739,7.7977333,89.893074,89.97264,89.50805
6.4735975,6.4440026,6.9752903,61.151188,62.080578,88.318344
5.8280306,6.190691,6.515822,114.94328,95.51734,111.87348
2.9938226,3.062918,19.75064,96.84389,82.05069,123.04816
5.850119,5.977536,6.710859,105.188095,103.27992,90.03683
6.0507946,6.116099,8.605488,90.34133,90.38152,90.2732
2.905679,6.5341206,9.828683,100.92577,91.52606,102.7085
6.730086,8.220633,6.706894,127.96308,76.795006,111.82477
5.383031,5.800882,6.1227255,108.31619,89.79732,116.773674
4.755114,6.982018,8.414184,104.3727,97.31229,91.85322
4.018372,4.1207023,16.772345,89.536804,89.77951,89.72501
5.3034954,5.4274015,7.8656125,90.12913,89.94816,90.09329
6.65549,6.745331,7.0420456,89.27904,87.74605,78.36108
5.142079,5.5708084,7.8522935,103.68135,100.97711,106.23197
5.8427,5.8669877,5.9065876,119.28917,119.56925,90.06625
5.088614,5.088386,7.6838965,71.50037,70.939735,80.2948
5.959081,5.974025,8.435128,90.20972,89.81546,89.70518
5.1015644,5.1369104,7.7321715,108.96294,101.17083,100.73379
5.062902,5.1466665,5.596639,64.62147,64.60594,61.438797
5.4780197,5.468555,7.674744,90.02975,89.903946,89.8401
7.676346,7.7917275,7.932199,63.215885,62.520176,61.260765
5.86694,6.0843525,12.985056,82.948044,84.61588,73.0239
5.4942017,5.6404023,8.381145,90.09754,92.566376,89.779594
4.8672957,6.199984,7.7027726,73.78829,89.88513,89.53859
6.0661473,6.1510773,8.631988,89.97091,89.93292,90.133316
5.433645,6.926112,8.525364,109.36661,103.135994,86.0985
5.1566277,6.056417,6.072327,109.16231,114.42144,91.7219
4.584482,5.5030136,7.6526914,87.08523,89.0798,88.64424
6.432787,6.5168095,6.362523,72.95974,106.19455,93.45961
5.213309,5.4899035,7.555733,86.030914,89.87546,89.898705
5.000676,7.1133523,7.5339017,113.78512,83.76622,107.98866
5.042372,5.1250753,5.13006,91.12019,99.17555,92.41936
7.454226,7.658254,10.164131,85.13778,110.07669,118.73064
8.02616,8.181102,9.123508,65.64074,73.65406,64.13633
5.684659,5.793799,5.737379,59.814724,60.84034,58.876553
5.348257,6.078069,7.5543246,90.47283,91.02591,91.27336
5.985148,5.998952,5.9620056,60.381287,60.43875,90.93464
7.0998416,7.2503963,7.7513347,73.92063,76.09526,61.104763
5.608997,5.7596593,6.832333,98.161514,94.41162,107.46035
5.8719296,5.6916137,5.6262736,61.520042,61.37631,91.51741
4.728504,5.707401,7.9060035,86.19957,88.8562,88.68519
5.3650174,5.35624,8.245351,108.10741,102.6921,100.70295
4.904781,5.8709965,8.148272,86.58875,88.57727,87.89435
5.249592,5.7015424,7.891297,96.89947,90.13463,90.30762
5.091009,5.1030674,5.1066666,79.00721,73.41905,63.97567
7.651493,9.596025,9.604477,107.35836,97.00644,104.90871
5.122171,5.0769377,5.0866804,96.04897,97.99411,99.969345
5.458613,5.711712,7.89638,87.814316,90.80405,88.72888
5.117412,5.4753966,5.9465437,106.57158,85.3567,112.6208
5.422922,5.4725804,5.8967996,63.577763,64.338715,60.976112
3.486528,6.697206,10.315568,101.60325,99.37519,104.328026
5.993744,6.0141277,7.1658344,82.58427,106.033875,119.27011
5.265541,5.9787245,6.008712,60.145393,107.31457,89.93117
4.965192,7.412888,8.211013,114.24425,86.14015,103.66801
5.2923045,5.4231143,7.7443624,90.384384,90.02829,90.10464
4.7831955,6.0579667,8.743193,103.58897,97.658035,98.26684
10.339735,10.350344,14.652897,19.426912,19.431599,33.433445
7.150529,7.304254,7.350528,88.17718,69.74027,86.626
4.417247,5.6307726,7.022804,109.73117,104.78503,94.50126
5.511037,6.0022106,7.0224156,93.0575,103.23774,93.25827
4.191445,12.524285,5.8184137,44.6609,89.15565,89.22814
2.91815,5.955792,8.252176,89.978905,90.6932,91.942856
7.358574,9.176117,9.1789465,108.67868,97.04759,106.13299
2.9121256,24.614664,2.9209447,87.33458,119.743774,89.648605
4.8304844,5.6741877,9.820934,90.01854,89.949974,89.5308
7.029988,7.047557,7.100434,101.324455,101.40386,105.0628
5.5343223,7.82319,5.589057,90.07321,90.65269,91.01561
5.507105,6.8559465,6.8574014,82.691475,78.6088,78.54501
5.036274,6.8147154,9.607492,89.95955,83.172676,89.98668
5.9570856,5.1476965,6.6452985,82.386024,77.368164,106.02114
6.934447,7.3533106,11.343493,73.163216,74.43827,71.12704
5.181057,5.181049,7.4330235,98.2864,108.37666,109.96381
5.643958,7.2202644,7.242727,107.07594,112.69542,96.33186
5.082733,5.3063912,7.348525,86.54074,89.958626,89.99106
5.636227,5.682714,9.8346615,89.21589,106.58147,119.512276
5.296624,5.4620647,9.104641,73.97684,89.710526,60.726204
7.1185637,8.758148,8.801872,109.94634,96.94256,107.02306
7.689274,9.433355,9.608312,109.78091,107.04387,97.02998
6.738797,7.739073,8.4296465,98.50379,111.44394,109.895996
5.260941,6.23135,6.122524,61.423798,105.45074,103.74843
6.403027,6.749964,10.311993,70.89905,89.96842,89.94505
5.1092854,5.509691,9.103121,85.19557,73.53789,117.58434
5.856341,5.873831,7.7252107,72.31035,72.11538,70.60481
5.111708,5.3573885,7.4239397,86.41379,89.971214,89.82259
3.901237,8.43536,8.617593,96.23225,102.775925,90.49174
2.944977,7.7756305,8.170892,104.797195,90.805954,97.476746
5.076094,5.327832,6.3304133,114.50359,107.19316,89.8507
5.62629,8.006008,5.779487,89.72229,91.64669,89.333595
7.51258,7.5365553,7.519603,44.2577,43.981396,44.28169
4.664724,5.66669,7.8786945,85.96365,88.79197,88.559074
3.888421,6.885242,9.573575,84.09288,78.44043,88.62347
4.990638,5.7994776,5.917774,60.561676,75.276535,73.023094
4.978372,6.4611177,6.4799147,80.18042,67.85164,67.89008
5.084831,6.0768046,6.660914,117.102325,102.2608,89.63872
2.941442,5.061637,9.852882,79.57761,88.354904,88.79743
6.771009,7.153836,11.29927,71.679756,75.63739,62.760574
3.0426528,10.099585,5.214147,93.81853,89.95728,98.63857
5.53177,5.588747,7.8716516,89.9144,89.971466,89.965164
6.669846,6.67586,13.864219,101.34789,101.338745,100.781
6.0791245,6.0993567,6.084343,121.93322,122.13513,86.716576
6.0613112,6.109394,8.585799,90.177605,90.15422,90.02598
7.3768334,9.737871,6.346522,29.23278,54.510094,40.74649
5.425231,5.704325,5.465486,63.51467,61.998383,85.85289
5.502934,6.582029,6.8948865,83.31857,83.662834,83.84486
4.13686,5.6000404,6.1101604,115.930084,106.41468,86.88552
5.489487,6.468853,7.810443,92.23646,100.40452,110.42528
6.158049,6.1560087,6.2650104,119.80344,119.825714,61.4015
6.8619065,6.794607,7.232406,62.463837,62.086952,66.02061
10.934008,11.073633,11.373096,93.65627,110.77201,100.66255
5.4311323,7.093985,8.594248,92.3224,144.89317,74.7732
3.107373,5.085842,5.1210747,106.00504,86.70487,84.84339
2.9656453,12.17059,5.090988,83.91051,91.2021,86.0064
5.078783,5.2860584,7.0411763,106.934715,108.78816,98.36599
5.1817,5.68608,7.6636734,101.456856,106.57626,98.72382
3.082415,6.111454,6.4755316,102.92234,103.3157,94.88433
6.262833,6.503029,6.494294,93.057205,105.91557,106.7673
5.465615,5.4696417,5.4729595,99.7991,99.84097,99.69276
3.630551,6.814403,6.865981,117.01,99.71239,95.210556
5.269605,5.367175,9.0211,73.73288,89.93343,60.235588
4.462446,6.686937,6.749085,85.43454,108.94954,108.9003
5.694714,5.717381,5.720824,90.431244,119.35121,119.74964
6.703673,6.754697,7.054563,89.95335,97.80085,97.03723
6.0032024,6.0698967,8.522839,90.34733,90.34316,90.21831
3.059849,5.0336447,5.094674,106.559525,91.20522,92.37687
5.515676,5.5214496,7.260349,70.89633,71.018974,73.855385
4.892399,5.632718,5.6322823,105.12057,97.83887,97.82678
5.96322,6.0251493,8.51756,90.32758,90.63852,89.97218
5.299153,7.5365,5.459433,92.98901,89.91113,89.87263
5.756675,7.633795,7.6779156,76.42851,70.79391,71.680374
4.308034,4.3089266,4.3097,89.89853,89.72196,89.958206
5.128131,5.1930676,6.9816546,107.48869,108.186844,97.979126
4.9927,5.1312685,5.8071723,90.016846,90.02681,110.506836
2.972097,7.294869,7.313086,92.431046,101.666565,78.1721
5.520191,5.7047377,8.850057,83.68469,75.39356,85.70638
6.4884386,6.564723,8.476815,69.449425,81.69124,84.57943
4.376707,4.422518,6.6907883,82.22665,77.330956,69.68881
5.254405,6.1681275,6.3580227,80.71773,68.93218,67.64099
5.14334,5.1818337,7.8681602,73.70502,73.29449,77.57214
5.908838,6.095792,8.503612,89.969215,89.70537,89.92512
5.2593174,5.1637053,7.739902,110.32925,101.56394,100.60211
5.166437,5.0758896,4.831859,89.907875,89.960655,120.75205
5.7328763,5.863009,6.49786,104.633644,103.33375,91.84958
5.8708816,6.0388694,8.417192,89.97679,89.83155,89.86581
6.043679,6.05748,6.058695,60.541172,60.72345,60.221382
5.06661,5.383337,6.242962,90.25287,90.004715,90.31066
5.169991,5.402382,7.885994,105.87291,103.275185,102.38055
5.590663,5.7705216,7.901769,90.12851,90.53467,90.28041
5.43911,5.7561,7.1160955,89.98994,89.97505,89.90987
5.640091,6.754852,8.021045,96.01777,90.03782,101.40602
3.902502,3.933418,18.624647,95.924385,95.858795,90.94944
5.0339856,5.1304197,7.6601176,106.902794,102.89785,101.21836
3.937842,3.9547575,13.05467,94.2886,96.404724,90.023964
4.988099,7.219729,8.240402,96.76845,106.95812,108.59891
5.202237,5.3883047,7.508269,92.090164,90.25728,90.20532
7.083117,7.1742187,8.919119,89.45586,112.04991,112.91173
5.183546,5.258793,7.8583255,107.47339,102.11333,101.86758
6.845879,8.220721,6.8014207,127.29073,78.9022,107.926254
6.068454,6.077087,8.539392,90.12044,90.808624,90.09866
4.730811,5.726992,7.8789034,86.534294,88.82133,88.815865
5.41623,7.088218,7.414273,66.58859,70.21195,71.684975
5.594918,5.601056,8.707956,70.74373,70.97979,88.7406
4.625934,5.572943,7.245969,89.90736,73.478424,89.83477
8.099882,8.220272,9.281613,64.92354,75.55521,65.5352
5.2925267,5.617695,7.135151,73.09706,95.00866,65.47882
5.7122755,8.500313,5.682757,101.3402,102.20838,109.38689
5.7326784,8.144873,6.5055737,94.26939,67.26529,105.34038
5.193474,5.9948273,6.71379,102.91346,97.48038,106.77088
7.667913,7.7583942,13.496094,80.93524,77.94033,77.626976
5.531108,7.814609,5.7140636,91.30343,92.21003,90.247955
5.4377775,8.032935,5.5692406,89.94874,90.01828,91.4205
4.7908487,7.992079,5.7739024,92.79062,89.59525,92.2077
4.933881,7.1838975,7.004501,122.92116,83.64619,109.081
5.243021,5.984483,7.588427,100.21999,109.38159,106.88704
5.229691,5.2309403,6.417021,89.8329,89.87707,88.585266
5.041407,5.810313,6.0606494,61.883427,78.72325,72.96973
5.425999,5.723272,5.416211,99.52999,119.757645,99.01661
5.461912,5.4620385,5.4644585,89.974266,90.031235,89.97633
5.43109,5.538801,6.025574,91.02631,115.88994,119.18761
5.430271,5.60627,9.034346,104.03552,88.533516,114.713844
5.435364,6.6747403,10.181199,90.254486,105.46654,114.00179
5.1593533,5.1994677,7.3993845,69.84434,69.68496,88.35311
5.6771708,5.6943626,9.908682,72.63355,90.283966,119.51118
5.144031,6.57526,6.733269,108.94072,106.129,98.14769
4.8104,4.951342,6.0411935,86.97467,79.7703,85.61749
5.352187,7.3298697,9.575202,69.92814,86.14814,84.228386
3.154629,5.352971,5.3496547,79.86821,90.55376,73.68843
6.1441736,6.279173,8.776372,89.71002,90.215065,90.153984
4.383057,4.382551,15.688901,97.9469,97.95616,90.011116
5.351334,10.659352,5.34727,58.168808,58.24835,58.11501
4.928848,5.500237,9.631704,89.64131,84.25562,89.90167
5.115888,7.565725,4.994582,102.92174,102.241776,106.33162
5.762,5.769409,8.740299,81.43625,71.353584,68.39712
6.673274,6.9358478,9.760637,82.99475,75.548416,61.424046
4.523586,4.5867257,5.2588315,72.88116,72.82712,72.31148
5.3852234,10.7472925,5.3915796,56.856243,56.91036,56.92125
6.211897,6.6245747,6.9543977,88.8084,113.357925,94.69151
5.738811,5.7715745,8.603634,109.197365,101.38139,102.29189
5.100245,5.5625367,6.46088,89.784676,89.56705,89.62758
6.0294886,6.0532026,8.598231,90.01452,90.38822,90.65347
5.6608624,5.6753564,8.2333555,98.03782,108.07695,110.55919
4.681494,5.6160207,7.8028803,86.38537,89.46263,88.94066
5.2178583,6.3306756,6.382874,100.39794,95.45372,94.651115
3.093882,5.0692525,10.015918,77.24177,84.367966,85.13295
16.143759,10.454557,10.371072,16.682676,15.441325,16.316147
5.1173553,5.1325274,7.9022794,108.75994,102.21009,100.00629
5.176425,5.44411,7.5308647,86.07051,89.813354,89.95266
3.595599,10.058271,10.055336,60.030025,89.99709,89.982895
5.4960537,5.5802636,8.298749,69.2843,85.54387,69.98163
5.3296776,5.467267,5.7470574,64.09694,89.46498,61.459526
5.114094,7.062032,7.1371245,89.81402,91.97106,89.978294
5.070178,5.821803,6.4240665,104.82785,96.74523,107.47151
5.672682,5.705701,7.915126,89.99458,89.99836,89.93324
5.621763,5.6256995,7.3250203,72.28286,72.25821,72.36261
6.084875,6.4931426,7.030648,114.330025,113.07032,88.76278
6.1536016,6.242852,8.745149,89.9355,90.017426,89.9174
6.074175,6.0974026,8.59731,90.26196,90.387825,90.074265
3.822383,4.879629,6.0495944,89.28622,108.545204,90.16814
7.536142,7.615663,7.6198726,92.60835,117.90163,118.36421
4.992713,7.2595506,7.984505,113.60354,86.94266,103.14578
7.096731,7.542712,11.289542,73.20391,75.56293,72.07257
3.7820048,6.512915,6.4900165,85.3289,73.39283,73.05308
9.010078,9.02832,10.003825,81.76175,107.08352,119.50922
5.563968,5.5768456,5.5873713,60.178585,60.588024,60.31257
4.7526693,8.836053,10.936804,67.24794,77.46214,74.41396
5.241526,5.5416803,7.6377716,85.27371,90.04798,90.04996
5.6143565,5.3735356,9.163853,107.41854,107.732895,90.11516
3.616337,3.6667082,12.006489,92.63756,98.29641,90.18545
6.585047,7.8867517,9.544991,109.873314,109.991486,90.12393
5.336478,7.6172056,5.658674,94.69296,90.09071,90.23386
5.244623,6.6614575,8.39387,104.594574,89.07386,110.16792
7.288344,6.7798576,9.966472,75.353874,69.077446,69.3115
5.033344,7.153295,8.440674,91.33147,92.85095,107.16567
5.0860953,5.0752635,5.444191,117.71561,61.508324,121.1985
5.666599,7.1150994,7.2233233,111.17295,85.45152,111.33984
5.455702,5.6061215,7.051558,105.36141,103.00144,106.142166
2.8203466,10.223085,4.9403434,80.40981,89.9815,90.31461
4.663611,5.5368633,7.552856,84.76706,88.375206,88.70868
5.613913,6.005541,7.5076976,110.023384,99.30939,106.195435
5.169498,5.3514743,7.332312,106.02565,109.19266,99.126755
8.112322,8.331139,12.018144,108.37213,107.90949,94.36126
7.227893,8.852034,8.977013,110.00492,107.5008,96.535225
6.493952,6.539325,9.429619,72.43935,80.57725,65.66888
5.162966,5.922313,6.525856,104.29726,96.21579,108.74096
5.0841675,5.0736117,6.0523276,102.41305,94.32703,99.9174
5.168562,6.0759435,6.1131115,108.75683,91.884094,114.26374
5.783259,5.8293185,6.339126,64.172775,63.311207,91.45436
6.1970053,6.7958527,9.021162,74.61992,95.73309,84.456314
5.557954,5.5878997,7.2781305,112.003075,112.42661,90.36399
4.64884,5.70498,7.951244,86.92212,89.129745,88.68445
7.89028,9.733045,9.777963,107.54797,96.547104,104.652245
5.013389,5.5173397,6.7156777,102.72458,90.0762,116.84987
5.5846906,5.864982,5.6922326,87.967415,61.604996,118.25829
4.953341,5.1197896,5.906838,107.33776,89.533485,100.28128
5.2855783,5.2997727,7.6818833,99.567825,107.12655,110.19719
5.591715,5.610776,7.883136,89.96256,89.955864,89.94152
2.9740725,12.676502,5.0830708,100.898964,77.32184,91.58639
5.138982,5.475717,7.409461,84.97192,89.4599,89.70177
4.435476,4.6199894,9.805541,99.78439,98.19773,94.86924
5.682612,5.694386,9.692915,88.67508,106.67557,119.03128
3.9520063,7.162829,15.192834,82.444336,82.440216,74.030914
5.6894126,9.597882,5.5573,89.35657,121.04428,74.06699
4.898731,5.56349,8.695638,91.30547,106.29306,90.37935
8.031515,8.184714,16.941277,90.27328,95.216835,91.07595
5.516779,5.5777965,8.725765,74.91103,88.465416,89.24629
5.1810784,5.5520153,9.364113,86.27993,72.51941,116.90831
5.4110904,5.5753593,8.244309,109.76964,109.07375,90.021416
4.565216,7.877819,9.101643,110.50422,99.10684,103.531654
5.624657,11.248566,9.927343,28.013699,50.715027,55.956818
5.841031,5.90064,7.204302,114.02594,113.3489,90.27483
5.614968,5.62936,7.392099,71.9098,72.51005,71.80767
3.883597,3.8989725,18.761799,95.83644,95.77023,89.935295
2.9329758,7.359648,7.415135,88.47769,80.01836,81.12024
6.75832,6.765641,10.111396,71.851135,79.51267,66.43316
5.042113,5.081888,7.7666903,102.83723,108.340195,99.31495
6.675678,7.097843,8.95885,98.60474,105.28882,88.92626
6.457091,6.433083,6.4738173,70.50932,70.24719,109.144135
3.082991,6.1071553,8.139415,90.34461,90.83151,95.34716
3.3755953,9.592105,3.3752353,90.96395,60.03214,89.785576
2.899787,7.659969,13.269559,90.62636,90.3122,90.66827
5.433893,7.7183604,5.5564337,89.909645,90.12785,91.578636
2.9756231,5.0535297,5.056687,70.95804,88.94933,90.56713
7.744028,9.458939,9.798787,109.09701,96.97012,106.747765
5.924553,6.0137434,6.077253,98.302,97.22343,97.68312
5.245956,5.246897,7.45094,107.03639,109.39802,95.76528
5.21074,5.2193866,7.3484344,107.53154,108.78058,95.94824
3.370109,3.374914,5.0051446,97.61785,87.94528,119.908516
6.3148,6.450531,14.273956,94.577576,93.90035,89.89509
5.864902,5.868142,5.870763,89.58245,89.53211,89.85346
5.492362,7.73806,5.6251206,89.35639,89.20132,91.54895
6.408025,6.517244,7.539926,66.789185,77.824036,61.174587
5.2825646,5.4759045,8.261561,91.01475,89.33915,116.42096
5.348107,5.6907616,5.9273615,106.62529,89.84856,117.33187
5.464538,5.4826913,8.287548,70.6493,82.7297,68.929695
7.358073,9.083349,9.229312,108.417755,97.18466,105.33954
4.65817,4.843478,8.929807,86.175476,76.64118,81.7875
5.523367,7.875129,5.5271945,90.43651,90.12496,90.06369
5.240025,5.316027,9.077517,73.82702,74.3468,61.47359
5.6152253,5.60661,8.627698,70.91045,70.94011,89.802986
6.4749,6.545531,8.386802,68.1946,86.77037,85.062546
5.209947,5.5406985,7.6579027,94.51873,90.28173,90.11743
4.97029,5.665877,6.208293,85.59444,111.72994,109.24558
7.6223927,7.574409,7.632145,60.021664,60.053013,59.614994
5.365488,5.416886,7.2392282,82.60266,109.86288,117.01317
4.641931,5.568644,7.6354766,86.53821,89.6213,88.97261
7.735198,9.474794,9.78181,108.334595,97.221535,105.41642
5.679995,5.679699,7.3839965,73.34516,73.15539,72.76355
6.735171,6.7504306,6.7614245,92.98533,92.99855,93.7227
5.810951,5.9730353,7.982434,111.71506,95.91647,105.882614
